latitude,longitude,altitude,time,accuracy,speed
41.030255000000004,28.890064999999996,110.7,1513104788000,9.9,0.6866394
41.03032499999999,28.890225,110.7,1513104790000,7.8,0.0
41.03038166666667,28.890285000000002,110.6,1513104792000,7.0,0.77877474
41.030366666666666,28.890333333333334,110.6,1513104793000,6.5,0.7221553
41.03035833333333,28.890386666666668,110.6,1513104795000,5.6,0.0
41.030343333333334,28.89041666666667,110.6,1513104797000,5.1,0.435455
41.03035,28.89045666666667,110.6,1513104809000,4.0,0.0
41.030343333333334,28.89049166666667,110.6,1513104816000,4.0,0.0
